,B220,B7-H1,C-kit,CCR7,CD11b,CD11c,CD138,CD14,CD16,CD19,CD1a,CD2,CD223,CD24,CD26,CD27,CD28,CD3,CD34,CD366,CD4,CD44,CD45,CD45RA,CD45RO,CD5,CD56,CD62L,CD66b,CD69,CD7,CD77,CD8,CTLA4,EpCAM,"HLA-A,B,C",IL7Ralpha,IgG1,IgG2a,LAMP1,MHCII,Ox40,PD-1,PD-L1,PD1,PECAM,Siglec-8,TCRb,TCRg
29,1.2156249,0.78216505,1.7482953,3.4973378,0.78216505,1.7482953,1.2156249,0.78216505,1.9360044,0.78216505,1.2156249,5.232356,0.0,1.2156249,0.0,5.406362,2.4575186,1.7482953,1.2156249,0.0,6.0647254,2.7235563,0.0,1.9360044,1.7482953,3.804202,1.2156249,0.78216505,2.7235563,0.78216505,4.7642884,3.8557026,0.78216505,0.78216505,0.0,3.6624947,1.7482953,0.0,0.0,1.2156249,1.2156249,1.2156249,1.9360044,1.9360044,2.2303803,2.0939856,1.2156249,1.9360044,0.0
30,0.83963156,0.5054654,0.5054654,2.1084328,1.9343885,1.7235337,0.0,0.0,0.5054654,1.4560032,0.0,6.19113,0.0,0.83963156,0.0,1.4560032,0.0,1.7235337,1.0896626,0.5054654,0.83963156,2.8589911,0.83963156,3.2828836,0.83963156,4.1298947,1.0896626,1.2895156,0.83963156,0.83963156,2.695498,2.9661589,6.3019276,0.5054654,0.0,3.0932317,1.0896626,0.0,0.0,0.5054654,1.7235337,0.0,1.4560032,0.0,1.4560032,1.4560032,0.5054654,0.5054654,0.0
31,0.0,0.84805745,0.84805745,1.6105012,0.0,1.8469459,0.84805745,0.0,1.6105012,0.0,0.0,5.681497,0.0,0.84805745,0.84805745,5.734666,2.4579508,2.7527795,1.8469459,0.0,5.9335704,2.4579508,0.84805745,2.0380375,1.3002496,3.4565516,0.84805745,0.84805745,1.3002496,0.0,3.1073499,3.6818066,2.0380375,0.84805745,0.0,3.9964423,2.9099774,0.0,0.84805745,1.3002496,0.84805745,1.3002496,2.0380375,1.6105012,1.6105012,1.3002496,0.0,1.8469459,0.0
32,0.88231134,0.0,0.88231134,2.8902464,0.88231134,1.8970071,1.6581206,0.0,1.6581206,0.88231134,0.0,5.446246,0.0,0.0,0.0,5.446246,2.39017,1.8970071,1.3436366,0.0,6.09663,3.1639404,0.88231134,0.88231134,0.0,4.2742176,0.88231134,0.0,2.251173,2.089688,3.5552192,3.3785963,0.88231134,1.3436366,0.0,4.148281,2.718976,0.0,0.0,1.3436366,1.8970071,1.3436366,1.3436366,0.0,1.6581206,2.5121837,0.0,1.8970071,1.3436366
33,0.68063724,0.68063724,1.7708218,3.194717,1.3674703,2.0574453,1.9243678,0.0,1.7708218,1.9243678,0.0,2.1748753,0.0,0.0,1.3674703,5.767913,2.9206016,1.0818973,1.5893462,1.3674703,5.9255304,3.2716024,0.68063724,1.3674703,1.5893462,4.7457223,1.0818973,0.68063724,2.1748753,3.0670223,5.0501547,4.052791,1.0818973,1.3674703,0.0,3.3429964,2.8666089,0.0,0.0,1.0818973,1.0818973,0.0,2.2799532,1.3674703,1.7708218,1.0818973,0.68063724,1.5893462,1.3674703
34,0.6833336,0.6833336,0.6833336,2.37998,1.085506,1.085506,1.085506,0.0,1.085506,1.085506,1.085506,5.2635803,0.0,0.0,0.0,6.139413,1.3715376,1.3715376,1.085506,1.5936896,5.788478,3.025746,0.0,1.5936896,1.3715376,3.9696283,0.6833336,1.5936896,0.6833336,1.3715376,4.298029,3.1166353,0.0,1.5936896,0.6833336,3.348258,2.2848506,0.0,0.0,1.085506,0.6833336,0.0,1.5936896,0.6833336,0.6833336,1.5936896,0.6833336,1.085506,0.0
35,0.75785506,0.0,0.0,2.5125985,1.7110516,0.75785506,0.75785506,0.0,0.0,0.75785506,0.0,6.1843295,0.0,0.0,0.0,0.75785506,1.4818509,2.1900728,1.897391,0.0,0.75785506,2.951734,0.0,2.1900728,1.4818509,4.1487255,0.0,1.7110516,1.1839913,0.75785506,2.8256392,3.1153002,6.303181,0.75785506,1.4818509,3.0636947,1.897391,0.0,0.75785506,0.0,1.897391,0.75785506,0.75785506,1.1839913,1.7110516,0.75785506,0.0,0.0,0.75785506
36,1.5565739,0.0,1.7901014,3.2561831,1.5565739,1.5565739,0.8098251,0.8098251,1.7901014,1.5565739,1.2513419,5.2304654,0.0,0.8098251,0.0,6.1919093,2.689388,1.7901014,1.2513419,0.8098251,5.6798944,2.2754817,0.0,1.5565739,1.2513419,3.8796148,0.0,1.2513419,1.7901014,1.2513419,2.689388,4.0233974,0.0,1.5565739,1.2513419,2.9812644,1.9792862,0.0,0.0,0.8098251,1.5565739,0.8098251,2.2754817,1.9792862,2.1383104,1.2513419,1.2513419,1.7901014,0.0
37,0.0,0.0,0.0,1.0702233,1.5752732,0.0,0.0,0.0,0.0,0.0,1.0702233,6.3045745,0.0,0.0,0.0,1.5752732,0.0,0.0,0.0,0.0,0.0,3.0037155,1.5752732,2.7928965,0.0,3.8498228,0.0,0.0,2.1591907,0.0,3.3925085,2.5254233,6.268923,1.0702233,0.0,3.0037155,1.0702233,0.0,2.1591907,1.5752732,1.0702233,0.0,1.0702233,0.0,0.0,0.0,0.0,0.0,0.0
38,1.0316728,0.0,1.3886895,2.3054588,1.0316728,2.0309212,1.3886895,0.47120196,1.5285556,1.6512378,1.0316728,5.8565345,0.0,0.7901999,1.2260299,5.8803587,2.4710217,1.3886895,1.0316728,0.0,5.823266,3.1210012,1.0316728,0.7901999,0.7901999,3.564148,0.47120196,0.7901999,1.948647,0.47120196,3.1472073,3.5116527,1.3886895,0.0,0.47120196,2.4188216,1.6512378,0.0,1.0316728,0.47120196,0.7901999,0.0,1.2260299,1.3886895,1.0316728,1.3886895,0.0,1.2260299,0.0
39,0.64268535,0.0,1.5274296,2.792812,1.5274296,1.5274296,1.3096135,0.0,1.7061838,0.0,1.5274296,5.299563,0.0,1.0307477,1.0307477,5.834218,2.1056747,2.846562,1.3096135,0.64268535,5.8368526,2.8975697,1.3096135,1.9893887,0.64268535,3.9587173,1.5274296,0.0,2.1056747,1.3096135,4.304444,3.7488616,0.0,1.3096135,0.64268535,3.6126251,2.6757822,0.0,1.0307477,1.0307477,0.64268535,0.64268535,1.7061838,1.7061838,1.5274296,2.992386,0.64268535,1.8577785,1.0307477
40,0.0,0.0,1.0112841,3.366815,1.6813533,1.6813533,1.0112841,0.62837636,1.9631817,0.62837636,0.62837636,5.347207,0.0,1.0112841,0.62837636,5.5997763,2.079006,2.5152206,1.5036902,0.62837636,6.012607,2.1827965,0.62837636,2.3627586,0.62837636,4.421356,1.2874938,0.0,2.4418926,1.9631817,4.2497888,3.8759084,1.2874938,1.0112841,0.0,2.9635115,2.5152206,0.0,0.0,0.62837636,1.2874938,0.0,1.8321633,1.0112841,1.5036902,1.8321633,1.0112841,1.0112841,0.62837636
41,0.0,1.6747682,1.6747682,2.6399622,2.1076965,1.91448,1.6747682,1.3588474,0.0,1.91448,0.0,6.417705,0.0,0.89439374,1.6747682,1.6747682,3.1836066,2.9854841,0.0,0.89439374,0.0,3.0559773,1.3588474,1.6747682,3.0559773,2.9096422,2.9096422,0.89439374,1.6747682,4.3885293,3.8558183,4.0989995,2.4088323,1.3588474,0.89439374,4.9906445,2.9096422,0.0,1.3588474,1.91448,1.3588474,0.0,4.122702,0.0,1.6747682,2.1076965,1.6747682,1.3588474,0.0
42,1.0391393,0.6488773,0.6488773,3.3464506,1.3191323,2.3158877,1.3191323,0.0,1.5376339,1.0391393,1.3191323,4.9914026,0.0,1.0391393,1.5376339,5.9617214,2.2214317,2.1171145,1.5376339,0.0,5.7087893,2.3158877,1.0391393,1.8687744,0.0,4.4213104,1.5376339,1.0391393,2.5552168,1.5376339,4.054048,3.9885526,1.5376339,1.3191323,0.0,3.6493342,2.481626,0.0,0.6488773,1.0391393,1.0391393,0.6488773,1.7168486,0.0,2.1171145,3.6252913,0.6488773,1.5376339,0.0
43,0.0,0.0,0.0,2.6684551,0.63896114,1.0256915,0.63896114,0.0,1.5212725,0.0,0.63896114,5.3183856,0.0,0.63896114,0.63896114,5.892701,2.0987654,2.4625027,1.0256915,1.0256915,5.8368654,2.9386451,0.63896114,2.0987654,0.0,4.2720222,1.303873,0.63896114,1.303873,1.303873,4.44364,2.6684551,0.63896114,1.0256915,0.0,3.0291312,2.7286491,0.0,1.0256915,1.303873,0.63896114,0.0,1.303873,1.6997464,1.8511395,3.6978025,1.0256915,1.8511395,0.0
44,0.0,0.0,1.0090724,2.0759633,2.4387174,1.8292426,1.0090724,0.0,0.0,1.0090724,1.0090724,6.206632,0.0,1.0090724,0.0,1.5009861,2.0759633,0.0,1.5009861,0.0,1.0090724,3.0043755,1.5009861,1.0090724,1.0090724,4.536698,0.0,0.0,1.8292426,0.0,2.2736998,3.7157714,6.2031116,1.0090724,1.0090724,3.363457,1.0090724,0.0,0.0,1.0090724,0.0,0.0,1.0090724,1.0090724,1.0090724,0.0,0.0,2.0759633,0.0
45,0.0,0.6971552,1.7984307,2.8407445,1.615843,1.1039528,1.3923004,0.0,1.3923004,1.3923004,0.0,4.963771,0.0,0.6971552,1.615843,6.0694385,2.086445,2.086445,0.6971552,0.0,5.694948,2.2043388,1.615843,2.2043388,1.1039528,4.4267445,2.086445,1.615843,1.9527713,1.615843,4.5617933,3.74548,0.6971552,1.1039528,0.0,3.375021,0.0,0.0,0.0,0.6971552,1.3923004,0.6971552,2.2043388,1.1039528,1.615843,2.6464882,1.1039528,0.0,0.0
46,0.9068344,0.0,1.3744599,2.4279213,1.3744599,2.1261287,0.9068344,0.0,1.3744599,0.0,0.0,5.1660624,0.0,1.3744599,0.0,5.968166,2.4279213,1.6918308,0.9068344,0.0,5.8175836,2.6594365,0.0,0.9068344,0.9068344,3.9918122,1.3744599,1.6918308,1.3744599,1.6918308,4.334673,3.5541708,0.0,1.9323735,0.9068344,2.9294667,2.4279213,0.0,0.9068344,0.0,1.3744599,0.0,1.6918308,1.9323735,2.7577736,3.813177,0.9068344,1.3744599,0.0
47,0.0,0.0,1.3968446,2.875446,0.0,2.1524668,1.7162519,0.9247398,1.3968446,0.0,0.0,5.4007645,0.0,0.0,1.7162519,5.6271195,2.875446,2.1524668,1.9579585,0.9247398,6.0277233,2.5779185,0.0,2.1524668,1.7162519,3.8744786,1.9579585,2.315232,1.7162519,1.7162519,3.8744786,3.6245832,1.7162519,0.9247398,0.0,3.39796,2.455176,0.0,0.9247398,0.9247398,1.3968446,1.3968446,1.9579585,1.9579585,0.9247398,2.455176,2.315232,1.3968446,0.0
48,0.0,0.72486943,0.72486943,1.6597214,0.72486943,1.433508,0.72486943,0.72486943,1.433508,0.72486943,0.72486943,5.4187694,0.0,1.1406889,0.72486943,5.4959264,3.4616456,1.1406889,1.433508,0.0,6.0310216,3.0037155,0.72486943,0.72486943,1.6597214,4.6868477,0.0,1.1406889,2.134312,0.0,3.7745628,3.1041036,1.1406889,0.0,0.0,3.889793,2.252942,0.0,0.0,0.72486943,0.72486943,0.0,2.134312,0.72486943,3.2379963,1.433508,0.72486943,2.252942,1.1406889
49,0.6076488,0.0,0.6076488,3.228714,1.4688962,1.7945316,0.0,0.0,2.0397744,0.6076488,0.982909,5.135175,0.0,1.2551395,0.6076488,5.653461,2.5420372,3.1601846,1.4688962,0.0,5.956993,2.9209168,0.6076488,2.6057692,0.982909,4.0722957,1.2551395,1.7945316,1.9246521,0.982909,4.387392,3.4637353,1.4688962,1.6449106,0.0,3.2612944,2.9649847,0.0,0.6076488,0.6076488,0.982909,0.6076488,0.6076488,1.4688962,1.2551395,3.91861,0.6076488,1.2551395,0.982909
50,0.7952109,0.4746516,1.0375742,2.4536262,0.6477214,1.3173577,0.6477214,0.2652271,1.5990746,0.6477214,0.4746516,5.3977027,0.0,0.0,1.535732,5.9322824,2.1857033,2.219272,0.7952109,0.6477214,5.811705,2.6215138,0.4746516,1.3173577,0.92371714,4.6113753,1.0375742,1.5990746,1.7680869,1.2325068,4.4583774,3.1028314,0.6477214,0.92371714,0.2652271,2.98725,2.3432987,0.0,0.2652271,0.4746516,0.4746516,0.2652271,1.0375742,0.7952109,1.1397828,1.3173577,0.4746516,0.7952109,0.0
